Availability,Licence,OrphaCode,DisorderId,DisorderName,DisorderTypeId,DisorderType,DisorderGroupId,DisorderGroup,ExpertLink,TypeOfInheritanceListCount,TypeOfInheritanceIds,TypeOfInheritance,TypeOfInheritancePairs,AverageAgeOfOnsetListCount,AverageAgeOfOnsetIds,AverageAgeOfOnset,AverageAgeOfOnsetPairs
,,35099,10369,Non-syndromic bicoronal craniosynostosis,21415,Morphological anomaly,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35099,2,23410; 23494,Autosomal dominant; Not applicable,23410|Autosomal dominant; 23494|Not applicable,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,35125,10375,Epidermal nevus syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35125,1,23494,Not applicable,23494|Not applicable,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,35122,10373,Congenital sucrase-isomaltase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35122,1,23417,Autosomal recessive,23417|Autosomal recessive,4,23536; 23543; 23529; 23522,Adolescent; Adult; Childhood; Infancy,23536|Adolescent; 23543|Adult; 23529|Childhood; 23522|Infancy
,,35121,10372,Lysosomal acid phosphatase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35121,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,36387,10424,Genetic epilepsy with febrile seizure plus,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36387,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23529,Childhood,23529|Childhood
,,36388,10425,Paraneoplastic neurologic syndrome,36561,Category,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36388,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,36397,10426,Adiposis dolorosa,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36397,2,23410; 23494,Autosomal dominant; Not applicable,23410|Autosomal dominant; 23494|Not applicable,1,23543,Adult,23543|Adult
,,36412,10428,Hypocomplementemic urticarial vasculitis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36412,2,23417; 23494,Autosomal recessive; Not applicable,23417|Autosomal recessive; 23494|Not applicable,2,23543; 23529,Adult; Childhood,23543|Adult; 23529|Childhood
,,36426,10430,Stevens-Johnson syndrome,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36426,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,36355,10417,Bleeding disorder due to P2Y12 defect,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36355,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,36367,10418,Distal deletion 1q syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36367,0,,,,1,23515,Neonatal,23515|Neonatal
,,36383,10421,COL4A1/2-related familial vascular leukoencephalopathy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36383,1,23410,Autosomal dominant,23410|Autosomal dominant,0,,,
,,36386,10423,Hereditary sensory and autonomic neuropathy type 1,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36386,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23557,All ages,23557|All ages
,,36234,10409,Bacterial toxic-shock syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36234,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,36236,10411,Staphylococcal scalded skin syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36236,0,,,,1,23557,All ages,23557|All ages
,,36235,10410,Staphylococcal scarlet fever,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36235,0,,,,1,23557,All ages,23557|All ages
,,36238,10413,Staphylococcal necrotizing pneumonia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36238,1,23494,Not applicable,23494|Not applicable,1,23529,Childhood,23529|Childhood
,,36237,10412,Bullous impetigo,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36237,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,36273,10415,Gastric linitis plastica,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36273,0,,,,1,23543,Adult,23543|Adult
,,36258,10414,Buerger disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36258,1,23494,Not applicable,23494|Not applicable,1,23543,Adult,23543|Adult
,,35808,10401,Malignant sex cord stromal tumor of ovary,36561,Category,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35808,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,35807,10400,Malignant germ cell tumor of ovary,36561,Category,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35807,1,23480,Unknown,23480|Unknown,5,23536; 23543; 23529; 23550; 23522,Adolescent; Adult; Childhood; Elderly; Infancy,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly; 23522|Infancy
,,35878,10403,Hyperinsulinism-hyperammonemia syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35878,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,35858,10402,Imerslund-Gräsbeck syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35858,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,35909,10405,Combined deficiency of factor V and factor VIII,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35909,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23557,All ages,23557|All ages
,,35889,10404,Acute opioid intoxication,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35889,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,36204,10407,Intestinal lymphangiectasia,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36204,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,35981,10406,Polymicrogyria,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35981,4,23410; 23417; 23494; 23445,Autosomal dominant; Autosomal recessive; Not applicable; X-linked dominant,23410|Autosomal dominant; 23417|Autosomal recessive; 23494|Not applicable; 23445|X-linked dominant,1,23529,Childhood,23529|Childhood
,,33572,10327,5-oxoprolinase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33572,1,23417,Autosomal recessive,23417|Autosomal recessive,3,23529; 23522; 23515,Childhood; Infancy; Neonatal,23529|Childhood; 23522|Infancy; 23515|Neonatal
,,33543,10326,Kleine-Levin syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33543,0,,,,3,23536; 23543; 23529,Adolescent; Adult; Childhood,23536|Adolescent; 23543|Adult; 23529|Childhood
,,33445,10323,Neuroectodermal melanolysosomal disease,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33445,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,33408,10321,Bullous lichen planus,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33408,2,23410; 23494,Autosomal dominant; Not applicable,23410|Autosomal dominant; 23494|Not applicable,1,23529,Childhood,23529|Childhood
,,535458,27792,Familial GPIHBP1 deficiency,21443,Etiological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=535458,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23543,Adult,23543|Adult
,,33402,10320,Pediatric hepatocellular carcinoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33402,1,23494,Not applicable,23494|Not applicable,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,34217,10333,Naxos disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=34217,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,34149,10332,Autosomal dominant tubulointerstitial kidney disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=34149,1,23410,Autosomal dominant,23410|Autosomal dominant,4,23536; 23543; 23529; 23522,Adolescent; Adult; Childhood; Infancy,23536|Adolescent; 23543|Adult; 23529|Childhood; 23522|Infancy
,,33577,10330,Nodular non-suppurative panniculitis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33577,1,23494,Not applicable,23494|Not applicable,1,23543,Adult,23543|Adult
,,33574,10329,Glutamate-cysteine ligase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33574,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23522,Infancy,23522|Infancy
,,33573,10328,Gamma-glutamyl transpeptidase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33573,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23522,Infancy,23522|Infancy
,,33110,10310,Autosomal non-syndromic agammaglobulinemia,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33110,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,1,23557,All ages,23557|All ages
,,33111,10311,Granulomatous slack skin,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33111,1,23494,Not applicable,23494|Not applicable,1,23543,Adult,23543|Adult
,,33108,10308,Lethal multiple pterygium syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33108,2,23417; 23431,Autosomal recessive; X-linked recessive,23417|Autosomal recessive; 23431|X-linked recessive,1,23508,Antenatal,23508|Antenatal
,,33067,10306,"Metaphyseal chondrodysplasia, Jansen type",21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33067,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,33069,10307,Dravet syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33069,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,33001,10305,Lymphedema-distichiasis syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33001,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23557,All ages,23557|All ages
,,33355,10318,Reticular dysgenesis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33355,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,535453,27791,Familial lipase maturation factor 1 deficiency,21443,Etiological subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=535453,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23543,Adult,23543|Adult
,,33364,10319,Trichothiodystrophy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33364,2,23417; 23431,Autosomal recessive; X-linked recessive,23417|Autosomal recessive; 23431|X-linked recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,33276,10316,Kaposi sarcoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33276,1,23494,Not applicable,23494|Not applicable,1,23543,Adult,23543|Adult
,,33314,10317,Jessner lymphocytic infiltration of the skin,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33314,1,23494,Not applicable,23494|Not applicable,1,23543,Adult,23543|Adult
,,33208,10312,Idiopathic hypersomnia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33208,1,23480,Unknown,23480|Unknown,1,23557,All ages,23557|All ages
,,33226,10313,Waldenström macroglobulinemia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=33226,1,23424,Multigenic/multifactorial,23424|Multigenic/multifactorial,1,23550,Elderly,23550|Elderly
,,35069,10365,"PLA2G6-related neurodegeneration, infantile-onset",21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35069,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,35093,10367,Non-syndromic sagittal craniosynostosis,21415,Morphological anomaly,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35093,2,23410; 23494,Autosomal dominant; Not applicable,23410|Autosomal dominant; 23494|Not applicable,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,35078,10366,T-B+NK- severe combined immunodeficiency due to JAK3 deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35078,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,35062,10360,Severe disseminated cytomegalovirus infection in immunocompetent patients,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=35062,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,34520,10342,Congenital muscular dystrophy with integrin alpha-7 deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=34520,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,34514,10336,Telethonin-related limb-girdle muscular dystrophy R7,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=34514,1,23417,Autosomal recessive,23417|Autosomal recessive,3,23536; 23529; 23522,Adolescent; Childhood; Infancy,23536|Adolescent; 23529|Childhood; 23522|Infancy
,,34515,10337,FKRP-related limb-girdle muscular dystrophy R9,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=34515,1,23417,Autosomal recessive,23417|Autosomal recessive,3,23536; 23543; 23529,Adolescent; Adult; Childhood,23536|Adolescent; 23543|Adult; 23529|Childhood
,,34516,10338,DNAJB6-related limb-girdle muscular dystrophy D1,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=34516,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23543,Adult,23543|Adult
,,34587,10348,Danon disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=34587,1,23445,X-linked dominant,23445|X-linked dominant,1,23529,Childhood,23529|Childhood
,,34592,10349,Immunodeficiency by defective expression of MHC class I,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=34592,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,34528,10346,Autosomal dominant primary hypomagnesemia with hypocalciuria,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=34528,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23557,All ages,23557|All ages
,,34533,10347,Corneal dystrophy,36561,Category,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=34533,5,23410; 23417; 23438; 23494; 23431,Autosomal dominant; Autosomal recessive; Mitochondrial inheritance; Not applicable; X-linked recessive,23410|Autosomal dominant; 23417|Autosomal recessive; 23438|Mitochondrial inheritance; 23494|Not applicable; 23431|X-linked recessive,1,23557,All ages,23557|All ages
,,536516,27851,Myopathic Ehlers-Danlos syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=536516,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,3,23508; 23522; 23515,Antenatal; Infancy; Neonatal,23508|Antenatal; 23522|Infancy; 23515|Neonatal
,,536471,27850,Spondylodysplastic Ehlers-Danlos syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=536471,0,,,,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,536467,27849,B3GALT6-related spondylodysplastic Ehlers-Danlos syndrome,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=536467,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23515,Neonatal,23515|Neonatal
,,536545,27853,Kyphoscoliotic Ehlers-Danlos syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=536545,0,,,,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,536532,27852,Classical-like Ehlers-Danlos syndrome type 2,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=536532,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,537072,27892,PLG-related hereditary angioedema with normal C1Inh,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=537072,1,23410,Autosomal dominant,23410|Autosomal dominant,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,32960,10303,Tumor necrosis factor receptor 1 associated periodic syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=32960,1,23410,Autosomal dominant,23410|Autosomal dominant,4,23536; 23543; 23529; 23522,Adolescent; Adult; Childhood; Infancy,23536|Adolescent; 23543|Adult; 23529|Childhood; 23522|Infancy
,,52530,10700,Pseudo-von Willebrand disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52530,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23543,Adult,23543|Adult
,,52688,10703,Myelodysplastic syndrome,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52688,0,,,,1,23557,All ages,23557|All ages
,,52429,10697,Branchiootic syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52429,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23515,Neonatal,23515|Neonatal
,,538096,27913,Autosomal recessive lethal neonatal axonal sensorimotor polyneuropathy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538096,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23508,Antenatal,23508|Antenatal
,,52503,10699,X-linked creatine transporter deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52503,2,23494; 23431,Not applicable; X-linked recessive,23494|Not applicable; 23431|X-linked recessive,2,23529; 23522,Childhood; Infancy,23529|Childhood; 23522|Infancy
,,538101,27914,Congenital axonal neuropathy with encephalopathy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538101,0,,,,1,23515,Neonatal,23515|Neonatal
,,52430,10698,Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52430,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23543,Adult,23543|Adult
,,52416,10693,Mantle cell lymphoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52416,2,23424; 23494,Multigenic/multifactorial; Not applicable,23424|Multigenic/multifactorial; 23494|Not applicable,1,23543,Adult,23543|Adult
,,52427,10695,Retinitis punctata albescens,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52427,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,52417,10694,MALT lymphoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52417,2,23424; 23494,Multigenic/multifactorial; Not applicable,23424|Multigenic/multifactorial; 23494|Not applicable,1,23543,Adult,23543|Adult
,,52056,10689,Ulnar/fibula ray defect-brachydactyly syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52056,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,52055,10688,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52055,1,23431,X-linked recessive,23431|X-linked recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,52368,10691,Mohr-Tranebjaerg syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52368,1,23431,X-linked recessive,23431|X-linked recessive,1,23529,Childhood,23529|Childhood
,,53271,10716,Muenke syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53271,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,53296,10718,Familial cutaneous collagenoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53296,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23536,Adolescent,23536|Adolescent
,,53347,10719,Brody myopathy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53347,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,3,23536; 23543; 23529,Adolescent; Adult; Childhood,23536|Adolescent; 23543|Adult; 23529|Childhood
,,52994,10714,Orbital leiomyoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52994,1,23480,Unknown,23480|Unknown,1,23543,Adult,23543|Adult
,,53035,10715,Caroli disease,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53035,2,23417; 23494,Autosomal recessive; Not applicable,23417|Autosomal recessive; 23494|Not applicable,1,23557,All ages,23557|All ages
,,52901,10706,Isolated follicle stimulating hormone deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52901,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23536; 23543,Adolescent; Adult,23536|Adolescent; 23543|Adult
,,53690,10735,Congenital lactase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53690,1,23417,Autosomal recessive,23417|Autosomal recessive,4,23543; 23529; 23522; 23515,Adult; Childhood; Infancy; Neonatal,23543|Adult; 23529|Childhood; 23522|Infancy; 23515|Neonatal
,,53689,10734,Congenital chloride diarrhea,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53689,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,538863,27951,Classic pyoderma gangrenosum,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538863,1,23424,Multigenic/multifactorial,23424|Multigenic/multifactorial,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,538756,27945,Familial multiple discoid fibromas,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538756,0,,,,5,23536; 23543; 23529; 23522; 23515,Adolescent; Adult; Childhood; Infancy; Neonatal,23536|Adolescent; 23543|Adult; 23529|Childhood; 23522|Infancy; 23515|Neonatal
,,538574,27942,Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538574,0,,,,3,23529; 23522; 23515,Childhood; Infancy; Neonatal,23529|Childhood; 23522|Infancy; 23515|Neonatal
,,53583,10724,Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53583,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23529,Childhood,23529|Childhood
,,53540,10723,Goldmann-Favre syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53540,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,53372,10721,Hereditary geniospasm,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=53372,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23529,Childhood,23529|Childhood
