OrphaCode,DisorderName,DisorderType,ExpertLink,IsLeaf,OrphaCodePath,ClassificationPath,ClassificationTypes,ClassificationDepth
477754,Genetic cerebral small vessel disease,Category,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=477754,0,98006 > 71281 > 477754,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease,Category > Category > Category,3
729649,Early-onset leucoencephalopaty-spasticity-stroke-neurodevelopmental disorder,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=729649,1,98006 > 71281 > 477754 > 729649,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Early-onset leucoencephalopaty-spasticity-stroke-neurodevelopmental disorder,Category > Category > Category > Disease,4
728764,NIT1-related cerebral small vessel disease,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=728764,1,98006 > 71281 > 477754 > 728764,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > NIT1-related cerebral small vessel disease,Category > Category > Category > Disease,4
136,CADASIL,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=136,1,98006 > 71281 > 477754 > 136,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > CADASIL,Category > Category > Category > Disease,4
85458,Hereditary cerebral amyloid angiopathy,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85458,0,98006 > 71281 > 477754 > 85458,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Hereditary cerebral amyloid angiopathy,Category > Category > Category > Disease,4
100006,"ABeta amyloidosis, Dutch type",Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=100006,1,98006 > 71281 > 477754 > 85458 > 100006,"Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Hereditary cerebral amyloid angiopathy > ABeta amyloidosis, Dutch type",Category > Category > Category > Disease > Clinical subtype,5
100008,ACys amyloidosis,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=100008,1,98006 > 71281 > 477754 > 85458 > 100008,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Hereditary cerebral amyloid angiopathy > ACys amyloidosis,Category > Category > Category > Disease > Clinical subtype,5
324703,ABetaL34V amyloidosis,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=324703,1,98006 > 71281 > 477754 > 85458 > 324703,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Hereditary cerebral amyloid angiopathy > ABetaL34V amyloidosis,Category > Category > Category > Disease > Clinical subtype,5
324708,"ABeta amyloidosis, Iowa type",Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=324708,1,98006 > 71281 > 477754 > 85458 > 324708,"Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Hereditary cerebral amyloid angiopathy > ABeta amyloidosis, Iowa type",Category > Category > Category > Disease > Clinical subtype,5
324713,"ABeta amyloidosis, Italian type",Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=324713,1,98006 > 71281 > 477754 > 85458 > 324713,"Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Hereditary cerebral amyloid angiopathy > ABeta amyloidosis, Italian type",Category > Category > Category > Disease > Clinical subtype,5
324718,ABetaA21G amyloidosis,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=324718,1,98006 > 71281 > 477754 > 85458 > 324718,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Hereditary cerebral amyloid angiopathy > ABetaA21G amyloidosis,Category > Category > Category > Disease > Clinical subtype,5
324723,"ABeta amyloidosis, Arctic type",Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=324723,1,98006 > 71281 > 477754 > 85458 > 324723,"Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Hereditary cerebral amyloid angiopathy > ABeta amyloidosis, Arctic type",Category > Category > Category > Disease > Clinical subtype,5
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=247691,1,98006 > 71281 > 477754 > 247691,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,Category > Category > Category > Disease,4
313838,Coats plus syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=313838,1,98006 > 71281 > 477754 > 313838,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Coats plus syndrome,Category > Category > Category > Disease,4
314572,Autosomal recessive leukoencephalopathy-ischemic stroke-retinitis pigmentosa syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314572,1,98006 > 71281 > 477754 > 314572,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Autosomal recessive leukoencephalopathy-ischemic stroke-retinitis pigmentosa syndrome,Category > Category > Category > Disease,4
477759,COL4A1 or COL4A2-related cerebral small vessel disease,Category,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=477759,0,98006 > 71281 > 477754 > 477759,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease,Category > Category > Category > Category,4
477762,COL4A1 or COL4A2-related cerebral small vessel disease with ischemic tendency,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=477762,0,98006 > 71281 > 477754 > 477759 > 477762,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease with ischemic tendency,Category > Category > Category > Category > Clinical group,5
477749,Pontine autosomal dominant microangiopathy with leukoencephalopathy,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=477749,1,98006 > 71281 > 477754 > 477759 > 477762 > 477749,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease with ischemic tendency > Pontine autosomal dominant microangiopathy with leukoencephalopathy,Category > Category > Category > Category > Clinical group > Disease,6
477765,COL4A1 or COL4A2-related cerebral small vessel disease with hemorrhagic tendency,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=477765,0,98006 > 71281 > 477754 > 477759 > 477765,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease with hemorrhagic tendency,Category > Category > Category > Category > Clinical group,5
75326,Familial isolated retinal arteriolar tortuosity,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=75326,1,98006 > 71281 > 477754 > 477759 > 477765 > 75326,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease with hemorrhagic tendency > Familial isolated retinal arteriolar tortuosity,Category > Category > Category > Category > Clinical group > Disease,6
99810,Familial porencephaly,Etiological subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99810,1,98006 > 71281 > 477754 > 477759 > 477765 > 99810,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease with hemorrhagic tendency > Familial porencephaly,Category > Category > Category > Category > Clinical group > Etiological subtype,6
481986,Familial schizencephaly,Etiological subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=481986,1,98006 > 71281 > 477754 > 477759 > 477765 > 481986,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease with hemorrhagic tendency > Familial schizencephaly,Category > Category > Category > Category > Clinical group > Etiological subtype,6
36383,COL4A1/2-related familial vascular leukoencephalopathy,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36383,1,98006 > 71281 > 477754 > 477759 > 477765 > 36383,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease with hemorrhagic tendency > COL4A1/2-related familial vascular leukoencephalopathy,Category > Category > Category > Category > Clinical group > Disease,6
73229,HANAC syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=73229,1,98006 > 71281 > 477754 > 477759 > 477765 > 73229,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease > COL4A1 or COL4A2-related cerebral small vessel disease with hemorrhagic tendency > HANAC syndrome,Category > Category > Category > Category > Clinical group > Disease,6
482072,HTRA1-related cerebral small vessel disease,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=482072,0,98006 > 71281 > 477754 > 482072,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > HTRA1-related cerebral small vessel disease,Category > Category > Category > Clinical group,4
199354,Cerebral autosomal recessive arteriopathy-subcortical infarcts-leukoencephalopathy,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=199354,1,98006 > 71281 > 477754 > 482072 > 199354,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > HTRA1-related cerebral small vessel disease > Cerebral autosomal recessive arteriopathy-subcortical infarcts-leukoencephalopathy,Category > Category > Category > Clinical group > Disease,5
482077,HTRA1-related autosomal dominant cerebral small vessel disease,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=482077,1,98006 > 71281 > 477754 > 482072 > 482077,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > HTRA1-related cerebral small vessel disease > HTRA1-related autosomal dominant cerebral small vessel disease,Category > Category > Category > Clinical group > Disease,5
542310,Leukoencephalopathy with calcifications and cysts,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=542310,1,98006 > 71281 > 477754 > 542310,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Leukoencephalopathy with calcifications and cysts,Category > Category > Category > Disease,4
575553,CARASAL,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=575553,1,98006 > 71281 > 477754 > 575553,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > CARASAL,Category > Category > Category > Disease,4
621758,Fibrosis-neurodegeneration-cerebral angiomatosis syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=621758,1,98006 > 71281 > 477754 > 621758,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Genetic cerebral small vessel disease > Fibrosis-neurodegeneration-cerebral angiomatosis syndrome,Category > Category > Category > Disease,4
477768,Moyamoya angiopathy,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=477768,0,98006 > 71281 > 477768,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Moyamoya angiopathy,Category > Category > Clinical group,3
2573,Moyamoya disease,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2573,1,98006 > 71281 > 477768 > 2573,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Moyamoya angiopathy > Moyamoya disease,Category > Category > Clinical group > Disease,4
477771,Rare disorder with a moyamoya angiopathy,Category,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=477771,0,98006 > 71281 > 477768 > 477771,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Moyamoya angiopathy > Rare disorder with a moyamoya angiopathy,Category > Category > Clinical group > Category,4
881,Turner syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=881,0,98006 > 71281 > 477768 > 477771 > 881,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Moyamoya angiopathy > Rare disorder with a moyamoya angiopathy > Turner syndrome,Category > Category > Clinical group > Category > Malformation syndrome,5
99226,Monosomy X syndrome,Etiological subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99226,1,98006 > 71281 > 477768 > 477771 > 881 > 99226,Rare neurologic disease > Rare central nervous system and retinal vascular disease > Moyamoya angiopathy > Rare disorder with a moyamoya angiopathy > Turner syndrome > Monosomy X syndrome,Category > Category > Clinical group > Category > Malformation syndrome > Etiological subtype,6
