OrphaCode,DisorderName,DisorderType,ExpertLink,IsLeaf,OrphaCodePath,ClassificationPath,ClassificationTypes,ClassificationDepth
799,Schizencephaly,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=799,0,98006 > 98044 > 729560 > 199633 > 269190 > 799,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Non-syndromic cerebral malformation > Encephaloclastic disorder > Schizencephaly,Category > Category > Category > Category > Clinical group > Disease,6
481986,Familial schizencephaly,Etiological subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=481986,1,98006 > 98044 > 729560 > 199633 > 269190 > 799 > 481986,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Non-syndromic cerebral malformation > Encephaloclastic disorder > Schizencephaly > Familial schizencephaly,Category > Category > Category > Category > Clinical group > Disease > Etiological subtype,7
485275,Acquired schizencephaly,Etiological subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=485275,1,98006 > 98044 > 729560 > 199633 > 269190 > 799 > 485275,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Non-syndromic cerebral malformation > Encephaloclastic disorder > Schizencephaly > Acquired schizencephaly,Category > Category > Category > Category > Clinical group > Disease > Etiological subtype,7
2177,Hydranencephaly,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2177,1,98006 > 98044 > 729560 > 199633 > 269190 > 2177,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Non-syndromic cerebral malformation > Encephaloclastic disorder > Hydranencephaly,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
2940,Porencephaly,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2940,0,98006 > 98044 > 729560 > 199633 > 269190 > 2940,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Non-syndromic cerebral malformation > Encephaloclastic disorder > Porencephaly,Category > Category > Category > Category > Clinical group > Disease,6
99810,Familial porencephaly,Etiological subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99810,1,98006 > 98044 > 729560 > 199633 > 269190 > 2940 > 99810,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Non-syndromic cerebral malformation > Encephaloclastic disorder > Porencephaly > Familial porencephaly,Category > Category > Category > Category > Clinical group > Disease > Etiological subtype,7
314697,Acquired porencephaly,Etiological subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=314697,1,98006 > 98044 > 729560 > 199633 > 269190 > 2940 > 314697,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Non-syndromic cerebral malformation > Encephaloclastic disorder > Porencephaly > Acquired porencephaly,Category > Category > Category > Category > Clinical group > Disease > Etiological subtype,7
319192,Diencephalic-mesencephalic junction dysplasia,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=319192,1,98006 > 98044 > 729560 > 199633 > 319192,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Non-syndromic cerebral malformation > Diencephalic-mesencephalic junction dysplasia,Category > Category > Category > Category > Morphological anomaly,5
269194,Central nervous system cystic malformation,Category,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269194,0,98006 > 98044 > 729560 > 269194,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Central nervous system cystic malformation,Category > Category > Category > Category,4
269197,Glioependymal/ependymal cyst,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269197,1,98006 > 98044 > 729560 > 269194 > 269197,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Central nervous system cystic malformation > Glioependymal/ependymal cyst,Category > Category > Category > Category > Morphological anomaly,5
530033,Dermoid or epidermoid cyst of the central nervous system,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=530033,1,98006 > 98044 > 729560 > 269194 > 530033,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Central nervous system cystic malformation > Dermoid or epidermoid cyst of the central nervous system,Category > Category > Category > Category > Morphological anomaly,5
48471,Lissencephaly,Category,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=48471,0,98006 > 98044 > 729560 > 48471,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly,Category > Category > Category > Category,4
1083,Microlissencephaly,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1083,0,98006 > 98044 > 729560 > 48471 > 1083,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Microlissencephaly,Category > Category > Category > Category > Morphological anomaly,5
89844,"Lissencephaly syndrome, Norman-Roberts type",Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=89844,1,98006 > 98044 > 729560 > 48471 > 1083 > 89844,"Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Microlissencephaly > Lissencephaly syndrome, Norman-Roberts type",Category > Category > Category > Category > Morphological anomaly > Clinical subtype,6
51577,Cobblestone lissencephaly,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=51577,0,98006 > 98044 > 729560 > 48471 > 51577,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Cobblestone lissencephaly,Category > Category > Category > Category > Clinical group,5
352682,Cobblestone lissencephaly without muscular or ocular involvement,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=352682,1,98006 > 98044 > 729560 > 48471 > 51577 > 352682,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Cobblestone lissencephaly > Cobblestone lissencephaly without muscular or ocular involvement,Category > Category > Category > Category > Clinical group > Disease,6
352687,Congenital muscular alpha-dystroglycanopathy with brain and eye anomalies,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=352687,0,98006 > 98044 > 729560 > 48471 > 51577 > 352687,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Cobblestone lissencephaly > Congenital muscular alpha-dystroglycanopathy with brain and eye anomalies,Category > Category > Category > Category > Clinical group > Clinical group,6
272,"Congenital muscular dystrophy, Fukuyama type",Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=272,1,98006 > 98044 > 729560 > 48471 > 51577 > 352687 > 272,"Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Cobblestone lissencephaly > Congenital muscular alpha-dystroglycanopathy with brain and eye anomalies > Congenital muscular dystrophy, Fukuyama type",Category > Category > Category > Category > Clinical group > Clinical group > Malformation syndrome,7
899,Walker-Warburg syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=899,1,98006 > 98044 > 729560 > 48471 > 51577 > 352687 > 899,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Cobblestone lissencephaly > Congenital muscular alpha-dystroglycanopathy with brain and eye anomalies > Walker-Warburg syndrome,Category > Category > Category > Category > Clinical group > Clinical group > Disease,7
588,Muscle-eye-brain disease,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=588,1,98006 > 98044 > 729560 > 48471 > 51577 > 352687 > 588,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Cobblestone lissencephaly > Congenital muscular alpha-dystroglycanopathy with brain and eye anomalies > Muscle-eye-brain disease,Category > Category > Category > Category > Clinical group > Clinical group > Malformation syndrome,7
370997,Muscle-eye-brain disease with bilateral multicystic leucodystrophy,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=370997,1,98006 > 98044 > 729560 > 48471 > 51577 > 352687 > 370997,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Cobblestone lissencephaly > Congenital muscular alpha-dystroglycanopathy with brain and eye anomalies > Muscle-eye-brain disease with bilateral multicystic leucodystrophy,Category > Category > Category > Category > Clinical group > Clinical group > Disease,7
86823,Lissencephaly with cerebellar hypoplasia,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86823,0,98006 > 98044 > 729560 > 48471 > 86823,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly with cerebellar hypoplasia,Category > Category > Category > Category > Clinical group,5
100011,Lissencephaly with cerebellar hypoplasia type A,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=100011,1,98006 > 98044 > 729560 > 48471 > 86823 > 100011,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly with cerebellar hypoplasia > Lissencephaly with cerebellar hypoplasia type A,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
100012,Lissencephaly with cerebellar hypoplasia type B,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=100012,1,98006 > 98044 > 729560 > 48471 > 86823 > 100012,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly with cerebellar hypoplasia > Lissencephaly with cerebellar hypoplasia type B,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
100013,Lissencephaly with cerebellar hypoplasia type C,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=100013,1,98006 > 98044 > 729560 > 48471 > 86823 > 100013,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly with cerebellar hypoplasia > Lissencephaly with cerebellar hypoplasia type C,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
100014,Lissencephaly with cerebellar hypoplasia type D,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=100014,1,98006 > 98044 > 729560 > 48471 > 86823 > 100014,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly with cerebellar hypoplasia > Lissencephaly with cerebellar hypoplasia type D,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
100015,Lissencephaly with cerebellar hypoplasia type E,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=100015,1,98006 > 98044 > 729560 > 48471 > 86823 > 100015,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly with cerebellar hypoplasia > Lissencephaly with cerebellar hypoplasia type E,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
100016,Lissencephaly with cerebellar hypoplasia type F,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=100016,1,98006 > 98044 > 729560 > 48471 > 86823 > 100016,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly with cerebellar hypoplasia > Lissencephaly with cerebellar hypoplasia type F,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
102009,Classic lissencephaly,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=102009,0,98006 > 98044 > 729560 > 48471 > 102009,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Classic lissencephaly,Category > Category > Category > Category > Clinical group,5
2148,Lissencephaly type 1 due to doublecortin gene mutation,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2148,1,98006 > 98044 > 729560 > 48471 > 102009 > 2148,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Classic lissencephaly > Lissencephaly type 1 due to doublecortin gene mutation,Category > Category > Category > Category > Clinical group > Disease,6
531,Miller-Dieker syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=531,1,98006 > 98044 > 729560 > 48471 > 102009 > 531,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Classic lissencephaly > Miller-Dieker syndrome,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
1084,Isolated lissencephaly type 1 without known genetic defects,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1084,1,98006 > 98044 > 729560 > 48471 > 102009 > 1084,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Classic lissencephaly > Isolated lissencephaly type 1 without known genetic defects,Category > Category > Category > Category > Clinical group > Disease,6
95232,Lissencephaly due to LIS1 mutation,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95232,1,98006 > 98044 > 729560 > 48471 > 102009 > 95232,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Classic lissencephaly > Lissencephaly due to LIS1 mutation,Category > Category > Category > Category > Clinical group > Disease,6
572013,Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=572013,1,98006 > 98044 > 729560 > 48471 > 102009 > 572013,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Classic lissencephaly > Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
102010,Other syndrome with lissencephaly as a major feature,Category,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=102010,0,98006 > 98044 > 729560 > 48471 > 102010,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Other syndrome with lissencephaly as a major feature,Category > Category > Category > Category > Category,5
1528,Craniotelencephalic dysplasia,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1528,1,98006 > 98044 > 729560 > 48471 > 102010 > 1528,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Other syndrome with lissencephaly as a major feature > Craniotelencephalic dysplasia,Category > Category > Category > Category > Category > Malformation syndrome,6
2510,Micro syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2510,1,98006 > 98044 > 729560 > 48471 > 102010 > 2510,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Other syndrome with lissencephaly as a major feature > Micro syndrome,Category > Category > Category > Category > Category > Malformation syndrome,6
2995,Baraitser-Winter cerebrofrontofacial syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2995,1,98006 > 98044 > 729560 > 48471 > 102010 > 2995,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Other syndrome with lissencephaly as a major feature > Baraitser-Winter cerebrofrontofacial syndrome,Category > Category > Category > Category > Category > Malformation syndrome,6
452,X-linked lissencephaly with abnormal genitalia,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=452,1,98006 > 98044 > 729560 > 48471 > 102010 > 452,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Other syndrome with lissencephaly as a major feature > X-linked lissencephaly with abnormal genitalia,Category > Category > Category > Category > Category > Malformation syndrome,6
102011,Lissencephaly type 3,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=102011,0,98006 > 98044 > 729560 > 48471 > 102011,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly type 3,Category > Category > Category > Category > Clinical group,5
2671,Neu-Laxova syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2671,0,98006 > 98044 > 729560 > 48471 > 102011 > 2671,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly type 3 > Neu-Laxova syndrome,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
583602,Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency,Etiological subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=583602,1,98006 > 98044 > 729560 > 48471 > 102011 > 2671 > 583602,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly type 3 > Neu-Laxova syndrome > Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency,Category > Category > Category > Category > Clinical group > Malformation syndrome > Etiological subtype,7
583607,Neu-Laxova syndrome due to 3-phosphoglycerate dehydrogenase deficiency,Etiological subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=583607,1,98006 > 98044 > 729560 > 48471 > 102011 > 2671 > 583607,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly type 3 > Neu-Laxova syndrome > Neu-Laxova syndrome due to 3-phosphoglycerate dehydrogenase deficiency,Category > Category > Category > Category > Clinical group > Malformation syndrome > Etiological subtype,7
583612,Neu-Laxova syndrome due to 3-phosphoserine phosphatase deficiency,Etiological subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=583612,1,98006 > 98044 > 729560 > 48471 > 102011 > 2671 > 583612,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly type 3 > Neu-Laxova syndrome > Neu-Laxova syndrome due to 3-phosphoserine phosphatase deficiency,Category > Category > Category > Category > Clinical group > Malformation syndrome > Etiological subtype,7
86821,Lissencephaly type 3-familial fetal akinesia sequence syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86821,1,98006 > 98044 > 729560 > 48471 > 102011 > 86821,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly type 3 > Lissencephaly type 3-familial fetal akinesia sequence syndrome,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
86822,Lissencephaly type 3-metacarpal bone dysplasia syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86822,1,98006 > 98044 > 729560 > 48471 > 102011 > 86822,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly type 3 > Lissencephaly type 3-metacarpal bone dysplasia syndrome,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
171680,Lissencephaly due to TUBA1A mutation,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171680,1,98006 > 98044 > 729560 > 48471 > 171680,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Lissencephaly > Lissencephaly due to TUBA1A mutation,Category > Category > Category > Category > Malformation syndrome,5
199639,Syndrome with corpus callosum agenesis/dysgenesis as a major feature,Category,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=199639,0,98006 > 98044 > 729560 > 199639,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature,Category > Category > Category > Category,4
50,Aicardi syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=50,1,98006 > 98044 > 729560 > 199639 > 50,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Aicardi syndrome,Category > Category > Category > Category > Disease,5
36,Acrocallosal syndrome,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=36,1,98006 > 98044 > 729560 > 199639 > 36,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Acrocallosal syndrome,Category > Category > Category > Category > Clinical subtype,5
1496,Corpus callosum agenesis-neuronopathy syndrome,Disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1496,1,98006 > 98044 > 729560 > 199639 > 1496,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Corpus callosum agenesis-neuronopathy syndrome,Category > Category > Category > Category > Disease,5
1493,Vici syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1493,1,98006 > 98044 > 729560 > 199639 > 1493,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Vici syndrome,Category > Category > Category > Category > Malformation syndrome,5
1495,Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1495,1,98006 > 98044 > 729560 > 199639 > 1495,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome,Category > Category > Category > Category > Malformation syndrome,5
1553,Curry-Jones syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1553,1,98006 > 98044 > 729560 > 199639 > 1553,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Curry-Jones syndrome,Category > Category > Category > Category > Malformation syndrome,5
1777,Temtamy syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1777,1,98006 > 98044 > 729560 > 199639 > 1777,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Temtamy syndrome,Category > Category > Category > Category > Malformation syndrome,5
2510,Micro syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2510,1,98006 > 98044 > 729560 > 199639 > 2510,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Micro syndrome,Category > Category > Category > Category > Malformation syndrome,5
3338,Toriello-Carey syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3338,1,98006 > 98044 > 729560 > 199639 > 3338,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Toriello-Carey syndrome,Category > Category > Category > Category > Malformation syndrome,5
3207,White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3207,1,98006 > 98044 > 729560 > 199639 > 3207,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome,Category > Category > Category > Category > Malformation syndrome,5
1083,Microlissencephaly,Morphological anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1083,0,98006 > 98044 > 729560 > 199639 > 1083,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Microlissencephaly,Category > Category > Category > Category > Morphological anomaly,5
89844,"Lissencephaly syndrome, Norman-Roberts type",Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=89844,1,98006 > 98044 > 729560 > 199639 > 1083 > 89844,"Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Microlissencephaly > Lissencephaly syndrome, Norman-Roberts type",Category > Category > Category > Category > Morphological anomaly > Clinical subtype,6
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=52055,1,98006 > 98044 > 729560 > 199639 > 52055,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,Category > Category > Category > Category > Malformation syndrome,5
83473,Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=83473,1,98006 > 98044 > 729560 > 199639 > 83473,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome,Category > Category > Category > Category > Malformation syndrome,5
171703,Microcephaly-polymicrogyria-corpus callosum agenesis syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171703,1,98006 > 98044 > 729560 > 199639 > 171703,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > Microcephaly-polymicrogyria-corpus callosum agenesis syndrome,Category > Category > Category > Category > Malformation syndrome,5
275543,L1 syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275543,0,98006 > 98044 > 729560 > 199639 > 275543,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > L1 syndrome,Category > Category > Category > Category > Malformation syndrome,5
2182,Hydrocephalus with stenosis of the aqueduct of Sylvius,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2182,1,98006 > 98044 > 729560 > 199639 > 275543 > 2182,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > L1 syndrome > Hydrocephalus with stenosis of the aqueduct of Sylvius,Category > Category > Category > Category > Malformation syndrome > Clinical subtype,6
2466,MASA syndrome,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2466,1,98006 > 98044 > 729560 > 199639 > 275543 > 2466,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > L1 syndrome > MASA syndrome,Category > Category > Category > Category > Malformation syndrome > Clinical subtype,6
1497,X-linked complicated corpus callosum dysgenesis,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1497,1,98006 > 98044 > 729560 > 199639 > 275543 > 1497,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > L1 syndrome > X-linked complicated corpus callosum dysgenesis,Category > Category > Category > Category > Malformation syndrome > Clinical subtype,6
306617,X-linked complicated spastic paraplegia type 1,Clinical subtype,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=306617,1,98006 > 98044 > 729560 > 199639 > 275543 > 306617,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > L1 syndrome > X-linked complicated spastic paraplegia type 1,Category > Category > Category > Category > Malformation syndrome > Clinical subtype,6
423655,ARX-related encephalopathy-brain malformation spectrum,Clinical group,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=423655,0,98006 > 98044 > 729560 > 199639 > 423655,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > ARX-related encephalopathy-brain malformation spectrum,Category > Category > Category > Category > Clinical group,5
2508,Corpus callosum agenesis-abnormal genitalia syndrome,Malformation syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2508,1,98006 > 98044 > 729560 > 199639 > 423655 > 2508,Rare neurologic disease > Central nervous system malformation > Forebrain malformation > Syndrome with corpus callosum agenesis/dysgenesis as a major feature > ARX-related encephalopathy-brain malformation spectrum > Corpus callosum agenesis-abnormal genitalia syndrome,Category > Category > Category > Category > Clinical group > Malformation syndrome,6
